year	month	day	Sunrise
2012	05	17	05:20
2012	05	18	05:19
2012	05	19	05:17
2012	05	20	05:16
2012	05	21	05:15
2012	05	22	05:14
2012	05	23	05:12
2012	05	24	05:11
2012	05	25	05:10
2012	05	26	05:09
2012	05	27	05:08
2012	05	28	05:07
2012	05	29	05:06
2012	05	30	05:05
2012	05	31	05:04
2012	06	01	05:03
2012	06	02	05:03
2012	06	03	05:02
2012	06	04	05:01
2012	06	05	05:01
2012	06	06	05:00
2012	06	07	05:00
2012	06	08	04:59
2012	06	09	04:59
2012	06	10	04:58
2012	06	11	04:58
2012	06	12	04:58
2012	06	13	04:58
2012	06	14	04:57
2012	06	15	04:57
2012	06	16	04:57
2012	06	17	04:57
2012	06	18	04:57
2012	06	19	04:57
2012	06	20	04:58
2012	06	21	04:58
2012	06	22	04:58
2012	06	23	04:58
2012	06	24	04:59
2012	06	25	04:59
2012	06	26	05:00
2012	06	27	05:00
2012	06	28	05:01
2012	06	29	05:01
2012	06	30	05:02
2012	07	01	05:02
2012	07	02	05:03
2012	07	03	05:04
2012	07	04	05:05
2012	07	05	05:06
2012	07	06	05:07
2012	07	07	05:07
2012	07	08	05:08
2012	07	09	05:09
2012	07	10	05:10
2012	07	11	05:11
2012	07	12	05:13
2012	07	13	05:14
2012	07	14	05:15
2012	07	15	05:16
2012	07	16	05:17
2012	07	17	05:18
2012	07	18	05:20
2012	07	19	05:21
2012	07	20	05:22
2012	07	21	05:24
2012	07	22	05:25
2012	07	23	05:26
2012	07	24	05:28
2012	07	25	05:29
2012	07	26	05:31
2012	07	27	05:32
2012	07	28	05:34
2012	07	29	05:35
2012	07	30	05:37
2012	07	31	05:38
2012	08	01	05:40
2012	08	02	05:41
2012	08	03	05:43
2012	08	04	05:44
2012	08	05	05:46
2012	08	06	05:47
2012	08	07	05:49
2012	08	08	05:50
2012	08	09	05:52
2012	08	10	05:53
2012	08	11	05:55
2012	08	12	05:57
2012	08	13	05:58
2012	08	14	06:00
2012	08	15	06:01
2012	08	16	06:03
2012	08	17	06:05
2012	08	18	06:06
2012	08	19	06:08
2012	08	20	06:09
2012	08	21	06:11
2012	08	22	06:13
2012	08	23	06:14
2012	08	24	06:16
2012	08	25	06:17
2012	08	26	06:19
2012	08	27	06:21
2012	08	28	06:22
2012	08	29	06:24
2012	08	30	06:25
2012	08	31	06:27
2013	04	01	06:51
2013	04	02	06:49
2013	04	03	06:46
2013	04	04	06:44
2013	04	05	06:42
2013	04	06	06:40
2013	04	07	06:37
2013	04	08	06:35
2013	04	09	06:33
2013	04	10	06:31
2013	04	11	06:28
2013	04	12	06:26
2013	04	13	06:24
2013	04	14	06:22
2013	04	15	06:20
2013	04	16	06:18
2013	04	17	06:15
2013	04	18	06:13
2013	04	19	06:11
2013	04	20	06:09
2013	04	21	06:07
2013	04	22	06:05
2013	04	23	06:03
2013	04	24	06:01
2013	04	25	05:59
2013	04	26	05:57
2013	04	27	05:55
2013	04	28	05:53
2013	04	29	05:51
2013	04	30	05:49
2013	05	01	05:47
2013	05	02	05:45
2013	05	03	05:43
2013	05	04	05:42
2013	05	05	05:40
2013	05	06	05:38
2013	05	07	05:36
2013	05	08	05:35
2013	05	09	05:33
2013	05	10	05:31
2013	05	11	05:30
2013	05	12	05:28
2013	05	13	05:26
2013	05	14	05:25
2013	05	15	05:23
2013	05	16	05:22
2013	05	17	05:20
2013	05	18	05:19
2013	05	19	05:18
2013	05	20	05:16
2013	05	21	05:15
2013	05	22	05:14
2013	05	23	05:13
2013	05	24	05:11
2013	05	25	05:10
2013	05	26	05:09
2013	05	27	05:08
2013	05	28	05:07
2013	05	29	05:06
2013	05	30	05:05
2013	05	31	05:04
2013	06	01	05:04
2013	06	02	05:03
2013	06	03	05:02
2013	06	04	05:01
2013	06	05	05:01
2013	06	06	05:00
2013	06	07	05:00
2013	06	08	04:59
2013	06	09	04:59
2013	06	10	04:58
2013	06	11	04:58
2013	06	12	04:58
2013	06	13	04:58
2013	06	14	04:57
2013	06	15	04:57
2013	06	16	04:57
2013	06	17	04:57
2013	06	18	04:57
2013	06	19	04:57
2013	06	20	04:58
2013	06	21	04:58
2013	06	22	04:58
2013	06	23	04:58
2013	06	24	04:59
2013	06	25	04:59
2013	06	26	04:59
2013	06	27	05:00
2013	06	28	05:00
2013	06	29	05:01
2013	06	30	05:02
2013	07	01	05:02
2013	07	02	05:03
2013	07	03	05:04
2013	07	04	05:05
2013	07	05	05:05
2013	07	06	05:06
2013	07	07	05:07
2013	07	08	05:08
2013	07	09	05:09
2013	07	10	05:10
2013	07	11	05:11
2013	07	12	05:12
2013	07	13	05:13
2013	07	14	05:15
2013	07	15	05:16
2013	07	16	05:17
2013	07	17	05:18
2013	07	18	05:19
2013	07	19	05:21
2013	07	20	05:22
2013	07	21	05:23
2013	07	22	05:25
2013	07	23	05:26
2013	07	24	05:27
2013	07	25	05:29
2013	07	26	05:30
2013	07	27	05:32
2013	07	28	05:33
2013	07	29	05:35
2013	07	30	05:36
2013	07	31	05:38
2013	08	01	05:39
2013	08	02	05:41
2013	08	03	05:42
2013	08	04	05:44
2013	08	05	05:45
2013	08	06	05:47
2013	08	07	05:48
2013	08	08	05:50
2013	08	09	05:52
2013	08	10	05:53
2013	08	11	05:55
2013	08	12	05:56
2013	08	13	05:58
2013	08	14	05:59
2013	08	15	06:01
2013	08	16	06:03
2013	08	17	06:04
2013	08	18	06:06
2013	08	19	06:07
2013	08	20	06:09
2013	08	21	06:11
2013	08	22	06:12
2013	08	23	06:14
2013	08	24	06:15
2013	08	25	06:17
2013	08	26	06:19
2013	08	27	06:20
2013	08	28	06:22
2013	08	29	06:23
2013	08	30	06:25
2013	08	31	06:27
2014	04	01	06:51
2014	04	02	06:49
2014	04	03	06:47
2014	04	04	06:45
2014	04	05	06:42
2014	04	06	06:40
2014	04	07	06:38
2014	04	08	06:36
2014	04	09	06:33
2014	04	10	06:31
2014	04	11	06:29
2014	04	12	06:27
2014	04	13	06:25
2014	04	14	06:22
2014	04	15	06:20
2014	04	16	06:18
2014	04	17	06:16
2014	04	18	06:14
2014	04	19	06:12
2014	04	20	06:10
2014	04	21	06:08
2014	04	22	06:05
2014	04	23	06:03
2014	04	24	06:01
2014	04	25	05:59
2014	04	26	05:57
2014	04	27	05:55
2014	04	28	05:53
2014	04	29	05:51
2014	04	30	05:50
2014	05	01	05:48
2014	05	02	05:46
2014	05	03	05:44
2014	05	04	05:42
2014	05	05	05:40
2014	05	06	05:38
2014	05	07	05:37
2014	05	08	05:35
2014	05	09	05:33
2014	05	10	05:32
2014	05	11	05:30
2014	05	12	05:28
2014	05	13	05:27
2014	05	14	05:25
2014	05	15	05:24
2014	05	16	05:22
2014	05	17	05:21
2014	05	18	05:19
2014	05	19	05:18
2014	05	20	05:17
2014	05	21	05:15
2014	05	22	05:14
2014	05	23	05:13
2014	05	24	05:12
2014	05	25	05:11
2014	05	26	05:10
2014	05	27	05:08
2014	05	28	05:07
2014	05	29	05:06
2014	05	30	05:06
2014	05	31	05:05
2014	06	01	05:04
2014	06	02	05:03
2014	06	03	05:02
2014	06	04	05:02
2014	06	05	05:01
2014	06	06	05:00
2014	06	07	05:00
2014	06	08	04:59
2014	06	09	04:59
2014	06	10	04:59
2014	06	11	04:58
2014	06	12	04:58
2014	06	13	04:58
2014	06	14	04:58
2014	06	15	04:57
2014	06	16	04:57
2014	06	17	04:57
2014	06	18	04:57
2014	06	19	04:57
2014	06	20	04:58
2014	06	21	04:58
2014	06	22	04:58
2014	06	23	04:58
2014	06	24	04:59
2014	06	25	04:59
2014	06	26	04:59
2014	06	27	05:00
2014	06	28	05:00
2014	06	29	05:01
2014	06	30	05:02
2014	07	01	05:02
2014	07	02	05:03
2014	07	03	05:04
2014	07	04	05:04
2014	07	05	05:05
2014	07	06	05:06
2014	07	07	05:07
2014	07	08	05:08
2014	07	09	05:09
2014	07	10	05:10
2014	07	11	05:11
2014	07	12	05:12
2014	07	13	05:13
2014	07	14	05:14
2014	07	15	05:15
2014	07	16	05:17
2014	07	17	05:18
2014	07	18	05:19
2014	07	19	05:20
2014	07	20	05:22
2014	07	21	05:23
2014	07	22	05:24
2014	07	23	05:26
2014	07	24	05:27
2014	07	25	05:29
2014	07	26	05:30
2014	07	27	05:31
2014	07	28	05:33
2014	07	29	05:34
2014	07	30	05:36
2014	07	31	05:37
2014	08	01	05:39
2014	08	02	05:40
2014	08	03	05:42
2014	08	04	05:43
2014	08	05	05:45
2014	08	06	05:47
2014	08	07	05:48
2014	08	08	05:50
2014	08	09	05:51
2014	08	10	05:53
2014	08	11	05:54
2014	08	12	05:56
2014	08	13	05:58
2014	08	14	05:59
2014	08	15	06:01
2014	08	16	06:02
2014	08	17	06:04
2014	08	18	06:05
2014	08	19	06:07
2014	08	20	06:09
2014	08	21	06:10
2014	08	22	06:12
2014	08	23	06:13
2014	08	24	06:15
2014	08	25	06:17
2014	08	26	06:18
2014	08	27	06:20
2014	08	28	06:22
2014	08	29	06:23
2014	08	30	06:25
2014	08	31	06:26
2015	04	01	06:52
2015	04	02	06:50
2015	04	03	06:47
2015	04	04	06:45
2015	04	05	06:43
2015	04	06	06:41
2015	04	07	06:38
2015	04	08	06:36
2015	04	09	06:34
2015	04	10	06:32
2015	04	11	06:30
2015	04	12	06:27
2015	04	13	06:25
2015	04	14	06:23
2015	04	15	06:21
2015	04	16	06:19
2015	04	17	06:16
2015	04	18	06:14
2015	04	19	06:12
2015	04	20	06:10
2015	04	21	06:08
2015	04	22	06:06
2015	04	23	06:04
2015	04	24	06:02
2015	04	25	06:00
2015	04	26	05:58
2015	04	27	05:56
2015	04	28	05:54
2015	04	29	05:52
2015	04	30	05:50
2015	05	01	05:48
2015	05	02	05:46
2015	05	03	05:44
2015	05	04	05:43
2015	05	05	05:41
2015	05	06	05:39
2015	05	07	05:37
2015	05	08	05:35
2015	05	09	05:34
2015	05	10	05:32
2015	05	11	05:30
2015	05	12	05:29
2015	05	13	05:27
2015	05	14	05:26
2015	05	15	05:24
2015	05	16	05:23
2015	05	17	05:21
2015	05	18	05:20
2015	05	19	05:18
2015	05	20	05:17
2015	05	21	05:16
2015	05	22	05:14
2015	05	23	05:13
2015	05	24	05:12
2015	05	25	05:11
2015	05	26	05:10
2015	05	27	05:09
2015	05	28	05:08
2015	05	29	05:07
2015	05	30	05:06
2015	05	31	05:05
2015	06	01	05:04
2015	06	02	05:03
2015	06	03	05:03
2015	06	04	05:02
2015	06	05	05:01
2015	06	06	05:01
2015	06	07	05:00
2015	06	08	05:00
2015	06	09	04:59
2015	06	10	04:59
2015	06	11	04:58
2015	06	12	04:58
2015	06	13	04:58
2015	06	14	04:58
2015	06	15	04:57
2015	06	16	04:57
2015	06	17	04:57
2015	06	18	04:57
2015	06	19	04:57
2015	06	20	04:58
2015	06	21	04:58
2015	06	22	04:58
2015	06	23	04:58
2015	06	24	04:58
2015	06	25	04:59
2015	06	26	04:59
2015	06	27	05:00
2015	06	28	05:00
2015	06	29	05:01
2015	06	30	05:01
2015	07	01	05:02
2015	07	02	05:03
2015	07	03	05:03
2015	07	04	05:04
2015	07	05	05:05
2015	07	06	05:06
2015	07	07	05:07
2015	07	08	05:08
2015	07	09	05:09
2015	07	10	05:10
2015	07	11	05:11
2015	07	12	05:12
2015	07	13	05:13
2015	07	14	05:14
2015	07	15	05:15
2015	07	16	05:16
2015	07	17	05:18
2015	07	18	05:19
2015	07	19	05:20
2015	07	20	05:21
2015	07	21	05:23
2015	07	22	05:24
2015	07	23	05:25
2015	07	24	05:27
2015	07	25	05:28
2015	07	26	05:30
2015	07	27	05:31
2015	07	28	05:33
2015	07	29	05:34
2015	07	30	05:35
2015	07	31	05:37
2015	08	01	05:38
2015	08	02	05:40
2015	08	03	05:41
2015	08	04	05:43
2015	08	05	05:45
2015	08	06	05:46
2015	08	07	05:48
2015	08	08	05:49
2015	08	09	05:51
2015	08	10	05:52
2015	08	11	05:54
2015	08	12	05:56
2015	08	13	05:57
2015	08	14	05:59
2015	08	15	06:00
2015	08	16	06:02
2015	08	17	06:03
2015	08	18	06:05
2015	08	19	06:07
2015	08	20	06:08
2015	08	21	06:10
2015	08	22	06:11
2015	08	23	06:13
2015	08	24	06:15
2015	08	25	06:16
2015	08	26	06:18
2015	08	27	06:20
2015	08	28	06:21
2015	08	29	06:23
2015	08	30	06:24
2015	08	31	06:26
