"BroodRef","SocialMumID","SocialDadID","BroodName","NestboxRef","SocialDadCertain","SocialdadIsGenetic","SocialMumCertain","SocialMumIsGenetic","Notes","BreedingYear","HatchingDate","HatchingDayAfter0401","LayDate","NbHatched","Nb3","NbRinged","LastLiveRecordSocialDad","LastLiveRecordSocialDadSource","LastLiveRecordSocialMum","LastLiveRecordSocialMumSource","CohortDad","CohortMum","DadAge","MumAge","ParentsAge","MBroodNb","MPriorResidence","MnextNBsame","MnextLayDate","MnextFsame","MwillDivorce","MwillDivorceforEx","FBroodNb","FPriorResidence","FnextNBsame","FnextLayDate","FnextMsame","FwillDivorce","FwillDivorceforEx","PairID","PairIDYear","PairBroodNb","AvgMass","MinMass","MaxMass","CVMass","nMass","AvgTarsus","nTarsus","nDiff","AvgClassAge"
1988,6269,7275,"O109",492,1,0,1,0,NA,2015,NA,NA,2015-05-02,NA,NA,NA,"06-Aug-15","C","20-Jul-15","S",2013,2012,2,3,2.5,1,FALSE,TRUE,2015-06-04,TRUE,FALSE,NA,4,FALSE,TRUE,2015-06-04,TRUE,FALSE,NA,"72756269","727562692015",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,6269,7275,"O110",492,1,0,1,0,NA,2015,NA,NA,2015-06-04,NA,NA,NA,"06-Aug-15","C","20-Jul-15","S",2013,2012,2,3,2.5,2,TRUE,TRUE,2015-07-15,TRUE,FALSE,NA,5,TRUE,TRUE,2015-07-15,TRUE,FALSE,NA,"72756269","727562692015",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,6755,6832,"O111",391,1,0,1,0,NA,2015,NA,NA,2015-05-07,NA,NA,NA,"05-Jun-15","C","15-Aug-16","SP",2013,2013,2,2,2,3,FALSE,NA,NA,NA,NA,NA,2,FALSE,FALSE,2016-05-15,FALSE,NA,NA,"68326755","683267552015",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,6472,4896,"O112",493,1,0,1,0,NA,2015,NA,NA,2015-05-26,NA,NA,NA,"23-Jul-16","SP","02-Aug-16","C",2010,2012,5,3,4,3,FALSE,FALSE,2015-07-10,TRUE,FALSE,NA,2,FALSE,FALSE,2015-07-10,TRUE,FALSE,NA,"48966472","489664722015",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,7040,6887,"O113",494,1,0,1,0,NA,2015,NA,NA,2015-06-30,NA,NA,NA,"02-Jul-15","S","01-Aug-15","C",2012,2013,3,2,2.5,4,FALSE,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA,"68877040","688770402015",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,6267,6386,"O114",496,1,0,1,0,NA,2015,NA,NA,2015-06-28,NA,NA,NA,"26-Jul-15","S","26-Jul-15","S",2012,2012,3,3,3,5,FALSE,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA,"63866267","638662672015",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,7616,6768,"O116",437,1,0,1,0,NA,2015,NA,NA,2015-07-05,NA,NA,NA,"12-Jun-16","C","26-Nov-16","C",2013,2014,2,1,1.5,1,FALSE,FALSE,2016-05-21,FALSE,TRUE,FALSE,2,FALSE,FALSE,2016-04-22,FALSE,NA,NA,"67687616","676876162015",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,7947,7689,"O117",131,1,0,1,0,NA,2015,2015-08-15,135,2015-08-01,2,0,0,"26-Nov-16","C","16-Jul-16","SP",2014,2014,1,1,1,3,TRUE,TRUE,2016-04-21,TRUE,FALSE,NA,3,TRUE,TRUE,2016-04-21,TRUE,FALSE,NA,"76897947","768979472015",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,NA,6789,"O118",406,1,0,0,0,"Female missing rings: NY/ZM",2015,NA,NA,2015-07-19,NA,NA,NA,"16-May-16","S",NA,NA,2013,NA,2,NA,NA,4,TRUE,TRUE,2016-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6789NA","6789NA2015",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,6269,7275,"O119",492,1,0,1,0,NA,2015,NA,NA,2015-07-15,NA,NA,NA,"06-Aug-15","C","20-Jul-15","S",2013,2012,2,3,2.5,3,TRUE,NA,NA,NA,NA,NA,6,TRUE,NA,NA,NA,NA,NA,"72756269","727562692015",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,6472,4896,"O120",440,1,0,1,0,NA,2015,NA,NA,2015-07-10,NA,NA,NA,"23-Jul-16","SP","02-Aug-16","C",2010,2012,5,3,4,4,FALSE,FALSE,2016-04-19,TRUE,FALSE,NA,3,FALSE,FALSE,2016-04-19,TRUE,FALSE,NA,"48966472","489664722015",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,4898,4943,"O121",474,1,0,1,0,NA,2015,NA,NA,2015-07-15,NA,NA,NA,"26-Jul-16","SP","05-May-16","SP",2010,2010,5,5,5,14,FALSE,FALSE,2016-04-21,TRUE,FALSE,NA,9,FALSE,FALSE,2016-04-21,TRUE,FALSE,NA,"49434898","494348982015",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,6536,7710,"O122",497,1,0,1,0,NA,2015,2015-07-31,120,2015-07-17,3,1,3,"11-Jul-16","SP","11-Jul-16","SP",2014,2012,1,3,2,2,FALSE,TRUE,2016-04-15,FALSE,TRUE,FALSE,6,FALSE,FALSE,2016-04-17,FALSE,NA,NA,"77106536","771065362015",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,7133,6790,"N242",498,1,0,1,0,NA,2014,NA,NA,2014-05-05,NA,NA,NA,"05-Dec-14","C","04-Aug-14","C",2013,2013,1,1,1,4,FALSE,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA,"67907133","679071332014",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,6544,5107,"N243",401,1,0,1,0,NA,2014,NA,NA,2014-04-19,NA,NA,NA,"15-Jun-14","S","15-Jun-14","S",2011,2012,3,2,2.5,5,TRUE,TRUE,2014-05-22,TRUE,FALSE,NA,3,TRUE,TRUE,2014-05-22,TRUE,FALSE,NA,"51076544","510765442014",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,6974,6921,"N244",449,1,0,1,0,NA,2014,NA,NA,2014-04-25,NA,NA,NA,"01-Dec-16","C","04-Aug-16","SP",2013,2013,1,1,1,1,FALSE,TRUE,2014-06-02,FALSE,TRUE,FALSE,2,FALSE,FALSE,2015-05-01,TRUE,FALSE,NA,"69216974","692169742014",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,NA,6807,"N245",450,1,0,0,0,"Female missing rings: ZM/ZZ",2014,NA,NA,2014-04-21,NA,NA,NA,"08-Jun-14","S",NA,NA,2013,NA,1,NA,NA,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6807NA","6807NA2014",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,6789,"N246",406,1,0,0,0,"Female missing rings: NY/ZM",2014,NA,NA,2014-04-24,NA,NA,NA,"16-May-16","S",NA,NA,2013,NA,1,NA,NA,1,FALSE,TRUE,2015-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6789NA","6789NA2014",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,NA,6832,"N247",473,1,0,0,0,"Female missing all rings: ZZ/ZZ",2014,NA,NA,2014-05-11,NA,NA,NA,"05-Jun-15","C",NA,NA,2013,NA,1,NA,NA,2,TRUE,FALSE,2015-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6832NA","6832NA2014",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,6931,NA,"N248",499,0,0,1,0,"Male missing rings: MD/ZZ",2014,NA,NA,2014-05-17,NA,NA,NA,NA,NA,"04-Jun-14","S",NA,2013,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA,"NA6931","NA69312014",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,6544,5107,"N249",401,1,0,1,0,NA,2014,NA,NA,2014-05-22,NA,NA,NA,"15-Jun-14","S","15-Jun-14","S",2011,2012,3,2,2.5,6,TRUE,NA,NA,NA,NA,NA,4,TRUE,NA,NA,NA,NA,NA,"51076544","510765442014",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,6421,NA,"N250",470,0,0,1,0,"Social male ID could be either MD/WY or RW/MO. Both males showed up in videos",2014,NA,NA,2014-06-07,NA,NA,NA,NA,NA,"04-Dec-14","C",NA,2012,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA,"NA6421","NA64212014",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,7031,6921,"N251",449,1,0,0,0,"Female ID could be: YN/DM",2014,NA,NA,2014-06-02,NA,NA,NA,"01-Dec-16","C","15-Feb-15","C",2013,2013,1,1,1,2,TRUE,FALSE,2015-05-01,FALSE,FALSE,NA,2,FALSE,NA,NA,NA,NA,NA,"69217031","692170312014",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NA,6978,"N252",472,1,0,0,0,"Female missing rings: OM/ZZ. It has a bit of leucism on head",2014,NA,NA,2014-06-08,NA,NA,NA,"16-Feb-15","C",NA,NA,2013,NA,1,NA,NA,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6978NA","6978NA2014",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,6370,NA,"N253",351,0,0,1,0,"Male id either GN/CM or WN/CM",2014,NA,NA,2014-06-13,NA,NA,NA,NA,NA,"04-Jun-15","SP",NA,2012,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,TRUE,FALSE,2015-05-09,NA,NA,NA,"NA6370","NA63702014",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,6415,7060,"N254",500,1,0,1,0,NA,2014,NA,NA,2014-06-15,NA,NA,NA,"09-Jul-14","S","09-Jul-14","S",2013,2012,1,2,1.5,2,FALSE,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA,"70606415","706064152014",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,4898,5048,"N255",501,1,0,1,0,NA,2014,NA,NA,2014-06-13,NA,NA,NA,"05-Aug-14","C","05-May-16","SP",2009,2010,5,4,4.5,7,FALSE,NA,NA,NA,NA,NA,6,FALSE,FALSE,2015-05-04,FALSE,NA,NA,"50484898","504848982014",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,6985,NA,"N256",502,0,0,1,0,"Male missing rings: ZZ/ZM",2014,NA,NA,2014-06-17,NA,NA,NA,NA,NA,"05-Dec-14","C",NA,2013,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA,"NA6985","NA69852014",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,6245,5110,"N257",503,1,0,1,0,NA,2014,NA,NA,2014-06-17,NA,NA,NA,"11-Jul-14","S","16-Feb-16","C",2011,2011,3,3,3,1,FALSE,NA,NA,NA,NA,NA,4,FALSE,FALSE,2015-04-25,NA,NA,NA,"51106245","511062452014",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,5136,5004,"N258",426,1,0,1,0,NA,2014,NA,NA,2014-07-08,NA,NA,NA,"02-Aug-14","S","31-Jul-14","S",2010,2011,4,3,3.5,3,TRUE,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA,"50045136","500451362014",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,7764,8729,"P001",148,1,0,1,0,NA,2016,2016-05-05,33,2016-04-19,4,1,1,"14-Aug-16","SP","01-Dec-16","C",2015,2014,1,2,1.5,1,FALSE,TRUE,2016-05-27,TRUE,FALSE,NA,3,FALSE,TRUE,2016-05-27,TRUE,FALSE,NA,"87297764","872977642016",1,21.3999996185303,21.3999996185303,21.3999996185303,NA,1,18.5,1,0,12
2020,6384,5195,"P002",137,1,0,1,0,NA,2016,2016-05-05,33,2016-04-20,3,0,2,"11-Jun-16","SP","11-Jun-16","SP",2011,2012,5,4,4.5,10,TRUE,FALSE,2016-05-29,TRUE,FALSE,NA,8,FALSE,FALSE,2016-05-29,TRUE,FALSE,NA,"51956384","519563842016",1,26.3000001907349,25.7000007629395,26.8999996185303,0.0322637979773551,2,18.8999996185303,2,0,12
2021,8557,6808,"P003",59,1,0,1,0,NA,2016,2016-05-08,36,2016-04-21,5,2,5,"08-May-16","SP","02-Jul-16","C",2013,2015,3,1,2,7,FALSE,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA,"68088557","680885572016",1,19.8000001907349,13.8000001907349,22.6000003814697,0.181853232647564,5,17.0599994659424,5,0,12
2022,7947,7689,"P004",131,1,0,1,0,NA,2016,2016-05-05,33,2016-04-21,2,1,2,"26-Nov-16","C","16-Jul-16","SP",2014,2014,2,2,2,4,TRUE,TRUE,2016-05-27,TRUE,FALSE,NA,4,TRUE,TRUE,2016-05-27,TRUE,FALSE,NA,"76897947","768979472016",4,21.8500003814697,18.1000003814697,25.6000003814697,0.242714118649009,2,16.9000005722046,2,0,12
2023,NA,6915,"P005",113,1,0,0,0,NA,2016,2016-05-07,35,2016-04-21,2,0,2,"24-Jul-16","SP",NA,NA,2013,NA,3,NA,NA,1,FALSE,TRUE,2016-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6915NA","6915NA2016",1,23.1500005722046,21.6000003814697,24.7000007629395,0.0946881819119921,2,17.75,2,0,12
2024,7616,7984,"P006",145,1,0,1,0,NA,2016,2016-05-06,34,2016-04-22,4,1,3,"12-Jun-16","SP","26-Nov-16","C",2014,2014,2,2,2,4,TRUE,FALSE,2016-05-31,TRUE,FALSE,NA,3,FALSE,FALSE,2016-05-31,TRUE,FALSE,NA,"79847616","798476162016",1,28.4999993642171,26.2999992370605,29.8999996185303,0.0676744164821485,3,17.6666673024495,3,0,12
2025,8693,8498,"P007",123,1,0,1,0,NA,2016,2016-05-07,35,2016-04-22,3,0,0,"26-Nov-16","C","14-Jul-16","SP",2015,2015,1,1,1,1,FALSE,TRUE,2016-05-24,TRUE,FALSE,NA,1,FALSE,TRUE,2016-05-24,TRUE,FALSE,NA,"84988693","849886932016",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,8690,8502,"P008",127,1,0,1,0,NA,2016,2016-05-08,36,2016-04-23,4,0,2,"28-Jul-16","SP","05-Aug-16","C",2015,2015,1,1,1,1,FALSE,FALSE,2016-06-02,TRUE,FALSE,NA,1,FALSE,FALSE,2016-05-19,FALSE,NA,NA,"85028690","850286902016",1,20.0499997138977,14,24.6000003814697,0.251742705672551,4,17.6249997615814,4,0,13
2027,8413,8649,"P009",486,1,0,1,0,NA,2016,2016-05-12,40,2016-04-23,2,0,0,"07-Aug-16","SP","11-Jul-16","SP",2015,2015,1,1,1,1,FALSE,TRUE,2016-05-27,FALSE,TRUE,FALSE,1,FALSE,FALSE,2016-05-24,FALSE,NA,NA,"86498413","864984132016",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2028,6952,NA,"P010",108,0,0,1,0,NA,2016,2016-05-06,34,2016-04-23,1,0,0,NA,NA,"29-May-16","SP",NA,2013,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,TRUE,TRUE,2016-05-15,NA,NA,NA,"NA6952","NA69522016",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2029,8353,8752,"P011",5,1,0,1,0,NA,2016,2016-05-07,35,2016-04-23,1,1,1,"30-Nov-16","C","18-Jul-16","S",2015,2015,1,1,1,1,FALSE,FALSE,2016-05-28,TRUE,FALSE,NA,1,FALSE,FALSE,2016-05-28,TRUE,FALSE,NA,"87528353","875283532016",1,22.7999992370605,22.7999992370605,22.7999992370605,NA,1,17.2000007629395,1,0,12
2030,6845,4900,"P012",143,1,0,1,0,NA,2016,2016-05-09,37,2016-04-24,5,3,5,"17-Jul-16","SP","17-Jul-16","SP",2010,2013,6,3,4.5,12,FALSE,TRUE,2016-05-31,TRUE,FALSE,NA,5,FALSE,TRUE,2016-05-31,TRUE,FALSE,NA,"49006845","490068452016",3,23.8,17,27.7000007629395,0.170931507206581,5,18.0400001525879,5,0,12
2031,8370,6927,"P013",133,1,0,1,0,NA,2016,2016-05-08,36,2016-04-24,3,0,0,"08-Aug-16","C","08-Aug-16","SP",2013,2015,3,1,2,6,TRUE,TRUE,2016-05-25,TRUE,FALSE,NA,1,FALSE,TRUE,2016-05-25,TRUE,FALSE,NA,"69278370","692783702016",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2032,6316,6517,"P014",115,1,0,1,0,NA,2016,2016-05-11,39,2016-04-24,3,0,1,"25-Jul-16","SP","25-Jul-16","SP",2012,2012,4,4,4,4,FALSE,TRUE,2016-06-03,TRUE,FALSE,NA,8,FALSE,TRUE,2016-06-03,TRUE,FALSE,NA,"65176316","651763162016",1,21.7999992370605,21.7999992370605,21.7999992370605,NA,1,17.2999992370605,1,0,12
2034,6643,7814,"P016",43,1,0,1,0,NA,2016,2016-04-30,28,2016-04-16,3,0,0,"25-Aug-16","SP","25-Aug-16","SP",2014,2012,2,4,3,7,FALSE,FALSE,2016-05-15,TRUE,FALSE,NA,9,FALSE,FALSE,2016-05-15,TRUE,FALSE,NA,"78146643","781466432016",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2035,5284,7900,"P017",19,1,0,0,0,"Female is most likely bd/cm, as it was for the next brood happening in this nestbox. The problem seems to be that ring B is overlapping with D, and only visible if extremely zoomed in as in next brood V6I",2016,2016-04-30,28,2016-04-16,4,0,0,"26-May-16","SP","23-Jul-16","SP",2014,2011,2,5,3.5,8,FALSE,FALSE,2016-04-17,FALSE,TRUE,FALSE,13,TRUE,TRUE,2016-05-10,TRUE,FALSE,NA,"79005284","790052842016",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2036,6555,6492,"P018",139,1,0,1,0,NA,2016,2016-05-01,29,2016-04-17,5,2,3,"11-Aug-16","SP","11-Aug-16","SP",2012,2012,4,4,4,7,FALSE,TRUE,2016-05-27,TRUE,FALSE,NA,8,FALSE,TRUE,2016-05-27,TRUE,FALSE,NA,"64926555","649265552016",6,23.3333333333333,23,23.7999992370605,0.0178426629350956,3,17.3666667938232,3,0,12
2037,6536,7900,"P019",17,1,0,1,0,NA,2016,2016-05-01,29,2016-04-17,4,2,3,"26-May-16","SP","11-Jul-16","SP",2014,2012,2,4,3,9,FALSE,FALSE,2016-05-10,FALSE,TRUE,TRUE,7,FALSE,FALSE,2016-05-25,FALSE,NA,NA,"79006536","790065362016",1,21.1333332061768,14.8999996185303,24.2999992370605,0.255447507276234,3,15.700000445048,3,0,12
2038,6955,6924,"P020",134,1,0,1,0,NA,2016,2016-05-01,29,2016-04-17,4,1,2,"16-Jul-16","SP","30-Nov-16","C",2013,2013,3,3,3,5,TRUE,FALSE,2016-05-25,TRUE,FALSE,NA,7,TRUE,FALSE,2016-05-25,TRUE,FALSE,NA,"69246955","692469552016",4,21.3000001907349,17.8999996185303,24.7000007629395,0.225742928599553,2,17.1999998092651,2,0,12
2039,8627,8486,"P021",438,1,0,1,0,"Only accessible with endoscope",2016,NA,NA,2016-04-17,NA,NA,NA,"25-Aug-16","C","25-Apr-16","S",2015,2015,1,1,1,1,FALSE,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA,"84868627","848686272016",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2040,8559,8648,"P022",147,1,0,1,0,NA,2016,2016-05-11,39,2016-04-27,3,1,2,"12-Jul-16","SP","26-Nov-16","C",2015,2015,1,1,1,1,FALSE,FALSE,2016-06-07,TRUE,FALSE,NA,1,FALSE,FALSE,2016-06-07,TRUE,FALSE,NA,"86488559","864885592016",1,23.75,23.5,24,0.0148864585512957,2,18.8500003814697,2,0,12
2041,6974,6921,"P023",121,1,0,1,0,NA,2016,2016-05-02,30,2016-04-18,2,0,0,"01-Dec-16","C","04-Aug-16","SP",2013,2013,3,3,3,6,TRUE,TRUE,2016-05-10,TRUE,FALSE,NA,6,TRUE,TRUE,2016-05-10,TRUE,FALSE,NA,"69216974","692169742016",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2042,6724,6786,"P024",15,1,0,1,0,NA,2016,2016-05-02,30,2016-04-18,5,1,5,"28-Nov-16","C","27-Nov-16","C",2013,2013,3,3,3,6,TRUE,TRUE,2016-05-24,TRUE,FALSE,NA,5,TRUE,TRUE,2016-05-24,TRUE,FALSE,NA,"67866724","678667242016",4,18.6999998092651,11.3000001907349,23.8999996185303,0.265770529698023,10,15.3099997520447,10,0,13
2043,8063,6688,"P025",412,1,0,0,0,NA,2016,2016-05-02,30,2016-04-18,5,0,0,"02-May-16","SP","28-May-16","SP",2013,2014,3,2,2.5,2,FALSE,NA,NA,NA,NA,NA,3,FALSE,FALSE,2016-05-13,FALSE,NA,NA,"66888063","668880632016",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2044,7942,5466,"P026",71,1,0,1,0,NA,2016,2016-05-03,31,2016-04-19,3,2,3,"10-May-16","C","12-May-16","S",2011,2014,5,2,3.5,12,FALSE,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA,"54667942","546679422016",1,23.7166668574015,21.1000003814697,25.6000003814697,0.0708774367300421,6,18.0500001907349,6,0,13
2045,8726,8414,"P027",504,1,0,1,0,NA,2016,2016-04-28,26,2016-04-14,1,0,1,"07-Jul-16","SP","02-Aug-16","C",2015,2015,1,1,1,1,FALSE,FALSE,2016-05-15,TRUE,FALSE,NA,1,FALSE,FALSE,2016-05-15,TRUE,FALSE,NA,"84148726","841487262016",1,15.8000001907349,15.8000001907349,15.8000001907349,NA,1,NA,0,1,11
2046,4723,8391,"P028",70,1,0,1,0,NA,2016,2016-05-04,32,2016-04-20,4,1,2,"28-Nov-16","C","17-Jul-16","SP",2015,2009,1,7,4,1,FALSE,TRUE,2016-05-27,TRUE,FALSE,NA,17,FALSE,TRUE,2016-05-27,TRUE,FALSE,NA,"83914723","839147232016",1,22.4000005722046,21.7000007629395,23.1000003814697,0.0441950809934464,2,17.8000001907349,2,0,12
2047,6451,8188,"P029",485,1,0,1,0,NA,2016,2016-05-04,32,2016-04-20,4,1,2,"18-Aug-16","SP","23-Aug-16","C",2014,2012,2,4,3,3,TRUE,TRUE,2016-05-28,TRUE,FALSE,NA,8,TRUE,TRUE,2016-05-28,TRUE,FALSE,NA,"81886451","818864512016",2,20.9499998092651,19.1000003814697,22.7999992370605,0.12488291180849,2,17.1000003814697,2,0,12
2048,NA,8748,"P030",468,1,0,0,0,NA,2016,2016-05-04,32,2016-04-20,3,1,3,"04-May-16","S",NA,NA,2015,NA,1,NA,NA,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8748NA","8748NA2016",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2049,6472,4896,"P031",505,0,0,0,0,NA,2016,2016-05-03,31,2016-04-19,5,0,2,"23-Jul-16","SP","02-Aug-16","C",2010,2012,6,4,5,5,FALSE,FALSE,2016-06-03,FALSE,TRUE,FALSE,4,FALSE,FALSE,2016-05-28,FALSE,NA,NA,"48966472","489664722016",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2050,8750,8747,"P032",146,1,0,1,0,NA,2016,2016-05-13,41,2016-04-29,4,2,3,"20-May-16","C","03-Jul-16","S",2015,2015,1,1,1,1,FALSE,NA,NA,NA,NA,NA,1,FALSE,FALSE,2016-06-10,NA,NA,NA,"87478750","874787502016",1,25.2666664123535,23.8999996185303,26.1000003814697,0.0472175514777168,3,18.0666669209798,3,0,12
2051,4898,4943,"P033",507,1,0,1,0,"Endoscope access only",2016,2016-05-05,33,2016-04-21,1,0,1,"26-Jul-16","SP","05-May-16","SP",2010,2010,6,6,6,15,FALSE,FALSE,2016-07-12,FALSE,FALSE,NA,10,FALSE,NA,NA,NA,NA,NA,"49434898","494348982016",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2053,8055,7710,"P035",497,1,0,1,0,NA,2016,2016-04-29,27,2016-04-15,2,1,1,"11-Jul-16","SP","14-Jul-16","SP",2014,2014,2,2,2,3,TRUE,TRUE,2016-05-24,FALSE,TRUE,FALSE,3,FALSE,FALSE,2016-05-26,FALSE,NA,NA,"77108055","771080552016",1,17.7999992370605,17.7999992370605,17.7999992370605,NA,1,NA,0,1,12
2054,8610,NA,"P036",506,0,0,1,0,NA,2016,2016-05-06,34,2016-04-22,4,0,0,NA,NA,"07-Jul-16","S",NA,2015,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,TRUE,2016-05-20,NA,NA,NA,"NA8610","NA86102016",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2056,8636,8307,"P038",510,1,0,1,0,NA,2016,NA,NA,2016-04-25,NA,NA,NA,"05-May-16","S","30-Nov-16","C",2014,2014,2,2,2,2,FALSE,NA,NA,NA,NA,NA,2,FALSE,FALSE,2016-05-29,FALSE,NA,NA,"83078636","830786362016",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2057,8941,8567,"P039",136,1,0,1,0,NA,2016,2016-05-22,50,2016-05-08,1,1,1,"03-Jul-16","S","03-Jul-16","S",2015,2015,1,1,1,1,FALSE,FALSE,2016-06-13,TRUE,FALSE,NA,1,FALSE,FALSE,2016-06-13,TRUE,FALSE,NA,"85678941","856789412016",1,24.3999996185303,24,24.7999992370605,0.0231843819927816,2,17,2,0,12.5
2058,8448,8480,"P040",487,1,0,1,0,NA,2016,2016-05-24,52,2016-05-09,1,1,1,"02-Jul-16","SP","30-Nov-16","C",2015,2015,1,1,1,1,FALSE,TRUE,2016-06-18,TRUE,FALSE,NA,1,FALSE,TRUE,2016-06-18,TRUE,FALSE,NA,"84808448","848084482016",1,26.8999996185303,26.8999996185303,26.8999996185303,NA,1,18.7999992370605,1,0,12
2059,8726,8414,"P041",405,1,0,1,0,NA,2016,2016-05-28,56,2016-05-15,3,2,3,"07-Jul-16","SP","02-Aug-16","C",2015,2015,1,1,1,2,FALSE,FALSE,2016-06-23,TRUE,FALSE,NA,2,FALSE,FALSE,2016-06-23,TRUE,FALSE,NA,"84148726","841487262016",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2060,6974,6921,"P042",121,1,0,1,0,NA,2016,2016-05-24,52,2016-05-10,5,2,4,"01-Dec-16","C","04-Aug-16","SP",2013,2013,3,3,3,7,TRUE,TRUE,2016-06-16,TRUE,FALSE,NA,7,TRUE,TRUE,2016-06-16,TRUE,FALSE,NA,"69216974","692169742016",6,24.2750000953674,22.5,27,0.0886961011850795,4,18.8000001907349,4,0,12
2061,5284,7900,"P043",19,1,0,1,0,"The male was RM/ZB, and I found a bird with this combination drowned in a bucket of diesel on the 24/5. Female alone!?",2016,2016-05-25,53,2016-05-10,3,0,0,"26-May-16","SP","23-Jul-16","SP",2014,2011,2,5,3.5,10,FALSE,FALSE,2016-05-12,FALSE,TRUE,FALSE,14,TRUE,TRUE,2016-06-03,FALSE,NA,NA,"79005284","790052842016",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2062,NA,8652,"P044",509,1,0,0,0,"No access at all to this brood, everything estimated from their behaviour in the videos taken",2016,NA,NA,2016-05-03,NA,NA,NA,"28-Nov-16","C",NA,NA,2015,NA,1,NA,NA,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8652NA","8652NA2016",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
